content,annotation__label__-,annotation__notes,annotation__points__x,annotation__points__y,annotation__imageWidth,annotation__imageHeight,extras
,,,0.599022005,0.849275362,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/ba0d5ff6-6ce0-4dc5-a254-6fc7cdb57a98___x720-GmW.jpg.jpeg,Face,,0.607438017,0.091911765,1280,720,null
,,,0.905991736,0.678308824,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/00118bb3-b995-454d-875d-4c898b47dc98___x720-yL1.jpg.jpeg,Face,,0.331703341,0.005797101,1280,720,null
,,,0.499592502,0.352173913,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/f53666dd-71bb-4ea1-9467-d802f13b190b___xl_32_cinema-ristoranti-304-tp.jpg.jpeg,Face,,0.202139037,0.354085603,935,514,null
,,,0.313368984,0.618677043,,,
,Face,,0.580748663,0.350194553,935,514,
,,,0.743315508,0.634241245,,,
http://com.dataturks.a96-i23.open.s3.amazonaws.com/2c9fafb064277d86016431e33e4e003d/7dc16042-b8b5-43ab-acd9-ed47d365205f___X-Men-Apocalypse-Most-Popular-English-Movies-2018.jpg.jpeg,Face,,0.320121951,0.283975659,656,493,null
,,,0.400914634,0.419878296,,,
,Face,,0.455792683,0.387423935,656,493,
,,,0.544207317,0.561866126,,,
,Face,,0.670731707,0.38336714,656,493,
,,,0.713414634,0.47464503,,,
,Face,,0.166158537,0.46653144,656,493,
,,,0.225609756,0.563894523,,,
,Face,,0.071646341,0.539553753,656,493,
,,,0.112804878,0.586206897,,,
,Face,,0.25,0.247464503,656,493,
,,,0.285060976,0.304259635,,,
,Face,,0.484756098,0.23326572,656,493,
,,,0.527439024,0.322515213,,,
,Face,,0.592987805,0.31643002,656,493,
,,,0.620426829,0.359026369,,,
,Face,,0.772865854,0.413793103,656,493,
,,,0.801829268,0.45841785,,,
,Face,,0.803353659,0.515212982,656,493,
,,,0.850609756,0.626774848,,,
